351	Боб Питерсон	\N	\N	\N	2024-04-13 21:56:16.519878	\N
352	Дэвид Силверман	\N	\N	\N	2024-04-13 21:56:16.544395	\N
353	Джефф Пиджон	\N	\N	\N	2024-04-13 21:56:16.566938	\N
354	Ральф Эгглстон	\N	\N	\N	2024-04-13 21:56:16.596932	\N
355	Роберт Л. Бейрд	\N	\N	\N	2024-04-13 21:56:16.621298	\N
356	Дэниел Герсон	\N	\N	\N	2024-04-13 21:56:16.652445	\N
357	Ретт Риз	\N	\N	\N	2024-04-13 21:56:16.675366	\N
358	Джонатан Робертс	\N	\N	\N	2024-04-13 21:56:16.700333	\N
359	Педро Альмодовар	\N	\N	\N	2024-04-13 21:57:49.306846	\N
360	Кристофер Де Вор	\N	\N	\N	2024-04-13 21:58:17.315632	\N
361	Эрик Бергрен	\N	\N	\N	2024-04-13 21:58:17.338195	\N
362	Дэвид Линч	\N	\N	\N	2024-04-13 21:58:17.359282	\N
363	Сэр Фредерик Тревес	\N	\N	\N	2024-04-13 21:58:17.381875	\N
364	Эшли Монтагу	\N	\N	\N	2024-04-13 21:58:17.404772	\N
365	Томас Винтерберг	\N	\N	\N	2024-04-13 21:58:46.985747	\N
366	Могенс Руков	\N	\N	\N	2024-04-13 21:58:47.010683	\N
367	Мари Бреннер	\N	\N	\N	2024-04-13 21:59:43.036694	\N
368	Майкл Манн	\N	\N	\N	2024-04-13 21:59:43.066667	\N
369	Оливер Стоун	\N	\N	\N	2024-04-13 22:00:11.181753	\N
370	Гарри Грей	\N	\N	\N	2024-04-13 22:00:25.097788	\N
371	Леонардо Бенвенути	\N	\N	\N	2024-04-13 22:00:25.122774	\N
372	Пьеро Де Бернарди	\N	\N	\N	2024-04-13 22:00:25.145791	\N
373	Энрико Медиоли	\N	\N	\N	2024-04-13 22:00:25.170011	\N
374	Франко Аркалли	\N	\N	\N	2024-04-13 22:00:25.191793	\N
375	Франко Феррини	\N	\N	\N	2024-04-13 22:00:25.213862	\N
376	Стюарт Каминский	\N	\N	\N	2024-04-13 22:00:25.243034	\N
377	Эрнесто Гастальди	\N	\N	\N	2024-04-13 22:00:25.265449	\N
378	Родерик Торп	\N	\N	\N	2024-04-13 22:00:56.587296	\N
379	Джеб Стюарт	\N	\N	\N	2024-04-13 22:00:56.612191	\N
380	Стивен Е. де Соуза	\N	\N	\N	2024-04-13 22:00:56.635634	\N
381	Джеффри Боум	\N	\N	\N	2024-04-13 22:01:25.13582	\N
382	Менно Мейес	\N	\N	\N	2024-04-13 22:01:25.162072	\N
383	Дэвид Францони	\N	\N	\N	2024-04-13 22:01:57.344372	\N
384	Уильям Николсон	\N	\N	\N	2024-04-13 22:01:57.376106	\N
385	Роберт Земекис	\N	\N	\N	2024-04-13 22:02:30.654408	\N
386	Боб Гейл	\N	\N	\N	2024-04-13 22:02:30.67825	\N
387	Пол Томас Андерсон	\N	\N	\N	2024-04-13 22:02:58.011917	\N
388	Билли Боб Торнтон	\N	\N	\N	2024-04-13 22:03:16.173134	\N
389	Джосс Уидон	\N	\N	\N	2024-04-13 22:03:53.235581	\N
390	Алек Соколов	\N	\N	\N	2024-04-13 22:03:53.264564	\N
391	Том Стоппард	\N	\N	\N	2024-04-13 22:04:22.592807	\N
392	Чарльз Маккьюэн	\N	\N	\N	2024-04-13 22:04:22.61634	\N
393	Чарльз Элверсон	\N	\N	\N	2024-04-13 22:04:22.637245	\N
394	Гильермо Арриага	\N	\N	\N	2024-04-13 22:05:31.86981	\N
395	Эрнест Леман	\N	\N	\N	2024-04-13 22:06:04.176876	\N
396	Эдвард Олби	\N	\N	\N	2024-04-13 22:06:04.200288	\N
397	Уильям Питер Блэтти	\N	\N	\N	2024-04-13 22:06:35.672262	\N
398	Карл Бернстин	\N	\N	\N	2024-04-13 22:07:07.669136	\N
399	Боб Вудворд	\N	\N	\N	2024-04-13 22:07:07.691153	\N
400	Алехандро Аменабар	\N	\N	\N	2024-04-13 22:07:36.70649	\N
401	Скотт Фрэнк	\N	\N	\N	2024-04-13 22:08:08.449641	\N
402	Джон Коэн	\N	\N	\N	2024-04-13 22:08:08.471288	\N
403	Рэйнольд Гидеон	\N	\N	\N	2024-04-13 22:08:40.322567	\N
404	Брюс А. Эванс	\N	\N	\N	2024-04-13 22:08:40.345142	\N
405	Саймон Мур	\N	\N	\N	2024-04-13 22:09:10.072609	\N
406	Стивен Гейган	\N	\N	\N	2024-04-13 22:09:10.098517	\N
407	П.Ф. Кладж	\N	\N	\N	2024-04-13 22:09:39.092016	\N
408	Томас Мур	\N	\N	\N	2024-04-13 22:09:39.115936	\N
409	Лесли Уоллер	\N	\N	\N	2024-04-13 22:09:39.139846	\N
410	Кшиштоф Кесьлёвский	\N	\N	\N	2024-04-13 22:10:08.489052	\N
411	Кшиштоф Песевич	\N	\N	\N	2024-04-13 22:10:08.51219	\N
412	Агнешка Холланд	\N	\N	\N	2024-04-13 22:10:08.535924	\N
413	Эдвард Жебровский	\N	\N	\N	2024-04-13 22:10:08.560136	\N
414	Эдвард Клосиньский	\N	\N	\N	2024-04-13 22:10:08.583261	\N
415	Марчин Латалло	\N	\N	\N	2024-04-13 22:10:08.608607	\N
416	Крис Маркер	\N	\N	\N	2024-04-13 22:10:38.065089	\N
417	Джанет Пиплз	\N	\N	\N	2024-04-13 22:10:38.091797	\N
418	Том Вульф	\N	\N	\N	2024-04-13 22:11:06.98823	\N
419	Уолдо Солт	\N	\N	\N	2024-04-13 22:11:41.502087	\N
420	Джеймс Лео Херлихи	\N	\N	\N	2024-04-13 22:11:41.525666	\N
421	Рудольф Грэй	\N	\N	\N	2024-04-13 22:12:49.6225	\N
422	Скотт Александер	\N	\N	\N	2024-04-13 22:12:49.644894	\N
423	Ларри Карацевски	\N	\N	\N	2024-04-13 22:12:49.666287	\N
424	Джон Брайли	\N	\N	\N	2024-04-13 22:13:23.105191	\N
425	Джеймс Голдмен	\N	\N	\N	2024-04-13 22:13:52.016004	\N
426	Ирвин Уэлш	\N	\N	\N	2024-04-13 22:14:05.729972	\N
427	Джон Ходж	\N	\N	\N	2024-04-13 22:14:05.753062	\N
428	Дэвид Ньюман	\N	\N	\N	2024-04-13 22:14:42.861901	\N
429	Роберт Бентон	\N	\N	\N	2024-04-13 22:14:42.883583	\N
430	Кристофер Гест	\N	\N	\N	2024-04-13 22:15:41.225847	\N
431	Майкл Маккин	\N	\N	\N	2024-04-13 22:15:41.246803	\N
432	Гарри Ширер	\N	\N	\N	2024-04-13 22:15:41.268504	\N
433	Роб Райнер	\N	\N	\N	2024-04-13 22:15:41.290394	\N
434	Бэрри Морроу	\N	\N	\N	2024-04-13 22:16:09.638371	\N
435	Рональд Бэсс	\N	\N	\N	2024-04-13 22:16:09.659892	\N
436	Пэдди Чайефски	\N	\N	\N	2024-04-13 22:16:38.107819	\N
437	Гай Ричи	\N	\N	\N	2024-04-13 22:17:10.338376	\N
438	Дэшил Хэммет	\N	\N	\N	2024-04-13 22:17:39.578409	\N
439	Кеннет Брана	\N	\N	\N	2024-04-13 22:18:13.046651	\N
440	Дэнни Рубин	\N	\N	\N	2024-04-13 22:19:13.499244	\N
441	Харольд Рэмис	\N	\N	\N	2024-04-13 22:19:13.520981	\N
442	Акива Голдсман	\N	\N	\N	2024-04-13 22:19:50.211051	\N
443	Сильвия Насар	\N	\N	\N	2024-04-13 22:19:50.234381	\N
444	Джон Ву	\N	\N	\N	2024-04-13 22:20:23.471153	\N
445	Дэвид Мэмет	\N	\N	\N	2024-04-13 22:20:51.970029	\N
446	Оскар Фрейли	\N	\N	\N	2024-04-13 22:20:51.993137	\N
447	Элиот Несс	\N	\N	\N	2024-04-13 22:20:52.016311	\N
448	Чип Миллер	\N	\N	\N	2024-04-13 22:20:52.040429	\N
449	Ричард Хукер	\N	\N	\N	2024-04-13 22:21:17.788169	\N
450	Ринг Ларднер мл.	\N	\N	\N	2024-04-13 22:21:17.81088	\N
451	Тим МакКэнлис	\N	\N	\N	2024-04-13 22:21:47.447259	\N
452	Брэд Бёрд	\N	\N	\N	2024-04-13 22:21:47.468704	\N
453	Тед Хьюз	\N	\N	\N	2024-04-13 22:21:47.492347	\N
454	Брент Форрестер	\N	\N	\N	2024-04-13 22:21:47.513203	\N
455	Мэтт Дэймон	\N	\N	\N	2024-04-13 22:22:19.643115	\N
456	Бен Аффлек	\N	\N	\N	2024-04-13 22:22:19.664998	\N
457	Линда Вулвертон	\N	\N	\N	2024-04-13 22:22:48.930988	\N
458	Бренда Чепмен	\N	\N	\N	2024-04-13 22:22:48.951511	\N
459	Барни Мэттинсон	\N	\N	\N	2024-04-13 22:22:48.978069	\N
460	Кевин Харки	\N	\N	\N	2024-04-13 22:22:49.000466	\N
461	Брайан Пиментал	\N	\N	\N	2024-04-13 22:22:49.024258	\N
462	Брюс Вудсайд	\N	\N	\N	2024-04-13 22:22:49.049628	\N
463	Том Эллери	\N	\N	\N	2024-04-13 22:22:49.085653	\N
464	Келли Эсбёри	\N	\N	\N	2024-04-13 22:22:49.110042	\N
465	Роберт Ленс	\N	\N	\N	2024-04-13 22:22:49.135235	\N
466	Жанна-Мари Лепренс де Бомон	\N	\N	\N	2024-04-13 22:22:49.158591	\N
467	Джон Санфорд	\N	\N	\N	2024-04-13 22:22:49.180536	\N
468	Габриэль-Сюзанна Барбо де Вильнев	\N	\N	\N	2024-04-13 22:22:49.203611	\N
469	Ежи Косинский	\N	\N	\N	2024-04-13 22:23:18.562343	\N
470	Роберт С. Джонс	\N	\N	\N	2024-04-13 22:23:18.583725	\N
471	Майкл Уилсон	\N	\N	\N	2024-04-13 22:23:32.58869	\N
472	Род Серлинг	\N	\N	\N	2024-04-13 22:23:32.612332	\N
473	Пьер Буль	\N	\N	\N	2024-04-13 22:23:32.635351	\N
474	Джон Т. Келли	\N	\N	\N	2024-04-13 22:23:32.658397	\N
475	Мелисса Мэтисон	\N	\N	\N	2024-04-13 22:24:30.073249	\N
476	Гомер	\N	\N	\N	2024-04-13 22:25:02.448042	\N
477	Стирлинг Силлифант	\N	\N	\N	2024-04-13 22:25:31.491199	\N
478	Джон Болл	\N	\N	\N	2024-04-13 22:25:31.513996	\N
479	Макс Аллан Коллинз	\N	\N	\N	2024-04-13 22:25:59.824522	\N
480	Ричард Пирс Рейнер	\N	\N	\N	2024-04-13 22:25:59.845616	\N
481	Дэвид Селф	\N	\N	\N	2024-04-13 22:25:59.86958	\N
482	Джеймс Дики	\N	\N	\N	2024-04-13 22:26:34.036237	\N
483	Джон Бурмен	\N	\N	\N	2024-04-13 22:26:34.056895	\N
484	Стивен Спилберг	\N	\N	\N	2024-04-13 22:27:08.823367	\N
485	Хэл Барвуд	\N	\N	\N	2024-04-13 22:27:08.843956	\N
486	Джерри Белсон	\N	\N	\N	2024-04-13 22:27:08.868794	\N
487	Джон Хилл	\N	\N	\N	2024-04-13 22:27:08.892377	\N
488	Мэттью Роббинс	\N	\N	\N	2024-04-13 22:27:08.915025	\N
489	Дэниэл Клоуз	\N	\N	\N	2024-04-13 22:28:43.424222	\N
490	Терри Цвигофф	\N	\N	\N	2024-04-13 22:28:43.446467	\N
491	Баз Лурман	\N	\N	\N	2024-04-13 22:29:11.098176	\N
492	Крэйг Пирс	\N	\N	\N	2024-04-13 22:29:11.122136	\N
493	Марсель Паньоль	\N	\N	\N	2024-04-13 22:29:43.91312	\N
494	Клод Берри	\N	\N	\N	2024-04-13 22:29:43.935792	\N
495	Жерар Браш	\N	\N	\N	2024-04-13 22:29:43.959189	\N
496	Рассел Бэнкс	\N	\N	\N	2024-04-13 22:30:13.074086	\N
497	Атом Эгоян	\N	\N	\N	2024-04-13 22:30:13.096738	\N
498	Джон Хьюстон	\N	\N	\N	2024-04-13 22:30:42.014566	\N
499	Глэдис Хилл	\N	\N	\N	2024-04-13 22:30:42.034507	\N
500	Редьярд Киплинг	\N	\N	\N	2024-04-13 22:30:42.055267	\N
501	Роберт Болт	\N	\N	\N	2024-04-13 22:31:13.763274	\N
502	Энтони Шэффер	\N	\N	\N	2024-04-13 22:31:41.322542	\N
503	Кеннет Лонерган	\N	\N	\N	2024-04-13 22:32:10.949546	\N
504	Эрнест Тайдимен	\N	\N	\N	2024-04-13 22:32:41.559148	\N
505	Робин Мур	\N	\N	\N	2024-04-13 22:32:41.583275	\N
506	Уильям Фридкин	\N	\N	\N	2024-04-13 22:32:41.605062	\N
507	Брюс Робинсон	\N	\N	\N	2024-04-13 22:33:16.925464	\N
508	Майкл Толкин	\N	\N	\N	2024-04-13 22:33:51.973314	\N
509	Карлос Куарон	\N	\N	\N	2024-04-13 22:34:53.927655	\N
510	Альфонсо Куарон	\N	\N	\N	2024-04-13 22:34:53.948463	\N
511	Майкл Дэвис	\N	\N	\N	2024-04-13 22:35:21.739428	\N
512	Джон Херцфелд	\N	\N	\N	2024-04-13 22:35:55.919658	\N
513	Фрэнк Коттрел Бойс	\N	\N	\N	2024-04-13 22:36:11.69316	\N
514	Сюзанна Грант	\N	\N	\N	2024-04-13 22:36:39.879064	\N
515	Алекс Гарленд	\N	\N	\N	2024-04-13 22:37:07.10083	\N
516	Стел Павлов	\N	\N	\N	2024-04-13 22:37:36.098871	\N
517	Кормак Уибберли	\N	\N	\N	2024-04-13 22:38:05.533786	\N
518	Мэриэнн Уибберли	\N	\N	\N	2024-04-13 22:38:05.555967	\N
519	Франсуа Озон	\N	\N	\N	2024-04-13 22:38:21.164769	\N
520	Марина де Ван	\N	\N	\N	2024-04-13 22:38:21.186037	\N
521	Робер Тома	\N	\N	\N	2024-04-13 22:38:21.20613	\N
522	Скотт Сильвер	\N	\N	\N	2024-04-13 22:38:50.852046	\N
523	Ник Хорнби	\N	\N	\N	2024-04-13 22:39:19.868841	\N
524	Питер Хеджес	\N	\N	\N	2024-04-13 22:39:19.891228	\N
525	Крис Вайц	\N	\N	\N	2024-04-13 22:39:19.912938	\N
526	Пол Вайц	\N	\N	\N	2024-04-13 22:39:19.933763	\N
527	Луис Бегли	\N	\N	\N	2024-04-13 22:39:48.07981	\N
528	Александр Пэйн	\N	\N	\N	2024-04-13 22:39:48.102219	\N
529	Джим Тейлор	\N	\N	\N	2024-04-13 22:39:48.125191	\N
530	Сьюзэн Орлеан	\N	\N	\N	2024-04-13 22:40:17.501496	\N
531	Грегори Аллен Ховард	\N	\N	\N	2024-04-13 22:40:46.504358	\N
532	Стивен Дж. Ривел	\N	\N	\N	2024-04-13 22:40:46.525231	\N
533	Кристофер Уилкинсон	\N	\N	\N	2024-04-13 22:40:46.54451	\N
534	Джеймс Паттерсон	\N	\N	\N	2024-04-13 22:41:12.83395	\N
535	Марк Мосс	\N	\N	\N	2024-04-13 22:41:12.857049	\N
536	Адам Херц	\N	\N	\N	2024-04-13 22:41:42.03619	\N
537	Дэвид Х. Штейнберг	\N	\N	\N	2024-04-13 22:41:42.060624	\N
538	Брет Истон Эллис	\N	\N	\N	2024-04-13 22:42:09.812872	\N
539	Мэри Хэррон	\N	\N	\N	2024-04-13 22:42:09.836235	\N
540	Гвиневер Тёрнер	\N	\N	\N	2024-04-13 22:42:09.85879	\N
541	Питер Энгельманн	\N	\N	\N	2024-04-13 22:42:37.942855	\N
542	Штефан Рузовицки	\N	\N	\N	2024-04-13 22:42:37.965666	\N
543	Эдвард Банкер	\N	\N	\N	2024-04-13 22:43:05.826015	\N
544	Джон Степлинг	\N	\N	\N	2024-04-13 22:43:05.849261	\N
545	Дженнифер Джейсон Ли	\N	\N	\N	2024-04-13 22:43:34.628625	\N
546	Алан Камминг	\N	\N	\N	2024-04-13 22:43:34.649408	\N
547	Ховард Франклин	\N	\N	\N	2024-04-13 22:44:00.963197	\N
548	Брайан Олдисс	\N	\N	\N	2024-04-13 22:44:58.851981	\N
549	Йен Уотсон	\N	\N	\N	2024-04-13 22:44:58.873684	\N
550	Рене Госинни	\N	\N	\N	2024-04-13 22:45:27.071896	\N
551	Альбер Юдерзо	\N	\N	\N	2024-04-13 22:45:27.092879	\N
552	Ален Шаба	\N	\N	\N	2024-04-13 22:45:27.112818	\N
553	Пол Апак Ангилирк	\N	\N	\N	2024-04-13 22:45:42.450195	\N
554	Норман Кон	\N	\N	\N	2024-04-13 22:45:42.471167	\N
555	Захариас Кунук	\N	\N	\N	2024-04-13 22:45:42.491602	\N
556	Эрве Паниак	\N	\N	\N	2024-04-13 22:45:42.512178	\N
557	Паулиси Кулиталик	\N	\N	\N	2024-04-13 22:45:42.53251	\N
558	Тэб Мёрфи	\N	\N	\N	2024-04-13 22:46:11.114462	\N
559	Кирк Уайз	\N	\N	\N	2024-04-13 22:46:11.13661	\N
560	Гари Труздейл	\N	\N	\N	2024-04-13 22:46:11.158402	\N
561	Брайс Забел	\N	\N	\N	2024-04-13 22:46:11.187804	\N
562	Джеки Забел	\N	\N	\N	2024-04-13 22:46:11.21101	\N
563	Дэвид Рейнольдс	\N	\N	\N	2024-04-13 22:46:11.234703	\N
564	Платон	\N	\N	\N	2024-04-13 22:46:11.257971	\N
565	Майк Майерс	\N	\N	\N	2024-04-13 22:46:40.130212	\N
566	Майкл МакКаллерс	\N	\N	\N	2024-04-13 22:46:40.153218	\N
567	Роберт Грейсмит	\N	\N	\N	2024-04-13 22:47:10.696857	\N
568	Майкл Джербози	\N	\N	\N	2024-04-13 22:47:10.720091	\N
569	Кадзунори Ито	\N	\N	\N	2024-04-13 22:47:40.758093	\N
570	Спайк Ли	\N	\N	\N	2024-04-13 22:48:09.317237	\N
571	Харли Пейтон	\N	\N	\N	2024-04-13 22:48:38.095442	\N
572	Марк Браун	\N	\N	\N	2024-04-13 22:49:06.417862	\N
573	Дон Д. Скотт	\N	\N	\N	2024-04-13 22:49:06.440106	\N
574	Маршалл Тодд	\N	\N	\N	2024-04-13 22:49:06.462776	\N
575	Косюн Таками	\N	\N	\N	2024-04-13 22:49:35.149043	\N
576	Кэнта Фукасаку	\N	\N	\N	2024-04-13 22:49:35.170861	\N
577	Каннингэм О’Киф	\N	\N	\N	2024-04-13 22:50:05.647561	\N
578	Ласаро Гомес Каррилес	\N	\N	\N	2024-04-13 22:50:05.670941	\N
579	Джулиан Шнабель	\N	\N	\N	2024-04-13 22:50:05.691621	\N
580	Рейнальдо Аренас	\N	\N	\N	2024-04-13 22:50:05.713401	\N
581	Яна Бокова	\N	\N	\N	2024-04-13 22:50:05.733421	\N
582	Джим Томас	\N	\N	\N	2024-04-13 22:50:35.453064	\N
583	Джон Томас	\N	\N	\N	2024-04-13 22:50:35.475004	\N
584	Дэвид Велос	\N	\N	\N	2024-04-13 22:50:35.497113	\N
585	Генри Бин	\N	\N	\N	2024-04-13 22:51:03.349372	\N
586	Марк Джейкобсон	\N	\N	\N	2024-04-13 22:51:03.371453	\N
587	Юджин Леви	\N	\N	\N	2024-04-13 22:51:31.886455	\N
588	Дэйв Барри	\N	\N	\N	2024-04-13 22:51:47.618491	\N
589	Роберт Рэмси	\N	\N	\N	2024-04-13 22:51:47.641479	\N
590	Мэтью Стоун	\N	\N	\N	2024-04-13 22:51:47.662573	\N
591	Ли Холл	\N	\N	\N	2024-04-13 22:52:16.48088	\N
592	Том Баттеруорт	\N	\N	\N	2024-04-13 22:52:46.039435	\N
593	Джез Баттеруорт	\N	\N	\N	2024-04-13 22:52:46.06334	\N
594	Марк Боуден	\N	\N	\N	2024-04-13 22:53:14.826888	\N
595	Кен Нолан	\N	\N	\N	2024-04-13 22:53:14.850141	\N
596	Марв Вольфман	\N	\N	\N	2024-04-13 22:53:43.257887	\N
597	Джин Колан	\N	\N	\N	2024-04-13 22:53:43.278145	\N
598	Дэвид С. Гойер	\N	\N	\N	2024-04-13 22:53:43.300222	\N
599	Андерс Томас Йенсен	\N	\N	\N	2024-04-13 22:54:12.617442	\N
600	Майкл Коннелли	\N	\N	\N	2024-04-13 22:54:42.572232	\N
601	Брюс Портер	\N	\N	\N	2024-04-13 22:55:12.761214	\N
602	Ник Кассаветис	\N	\N	\N	2024-04-13 22:55:12.78997	\N
603	Бен Янгер	\N	\N	\N	2024-04-13 22:55:43.145723	\N
604	Дон Рус	\N	\N	\N	2024-04-13 22:56:12.470091	\N
605	Тони Гилрой	\N	\N	\N	2024-04-13 22:56:39.400954	\N
606	Уильям Блейк Херрон	\N	\N	\N	2024-04-13 22:56:39.422117	\N
607	Роберт Ладлэм	\N	\N	\N	2024-04-13 22:56:39.442267	\N
608	Майкл Мур	\N	\N	\N	2024-04-13 22:57:10.097928	\N
609	Хелен Филдинг	\N	\N	\N	2024-04-13 22:57:38.987969	\N
610	Эндрю Дэвис	\N	\N	\N	2024-04-13 22:57:39.010228	\N
611	Ричард Кёртис	\N	\N	\N	2024-04-13 22:57:39.031324	\N
612	Джессика Бендинджер	\N	\N	\N	2024-04-13 22:58:08.406028	\N
613	Грег Берланти	\N	\N	\N	2024-04-13 22:58:36.283629	\N
614	Такеши Китано	\N	\N	\N	2024-04-13 22:59:04.852937	\N
615	Джим Шатц	\N	\N	\N	2024-04-13 22:59:31.671263	\N
616	Роджер Пуллис	\N	\N	\N	2024-04-13 22:59:31.696966	\N
617	Шон Слово	\N	\N	\N	2024-04-13 22:59:59.425947	\N
618	Луи де Берньер	\N	\N	\N	2024-04-13 22:59:59.44779	\N
619	Уильям Бройлес мл.	\N	\N	\N	2024-04-13 23:00:28.496502	\N
620	Стивен Перос	\N	\N	\N	2024-04-13 23:00:56.374067	\N
621	Джон Уотерс	\N	\N	\N	2024-04-13 23:01:29.984689	\N
622	Марк Протосевич	\N	\N	\N	2024-04-13 23:01:57.449211	\N
623	Кэрол Хейккинен	\N	\N	\N	2024-04-13 23:02:26.582788	\N
624	Чэп Тейлор	\N	\N	\N	2024-04-13 23:02:57.571412	\N
625	Райан Роу	\N	\N	\N	2024-04-13 23:03:28.527685	\N
626	Эд Соломон	\N	\N	\N	2024-04-13 23:03:28.547752	\N
627	Джон Огаст	\N	\N	\N	2024-04-13 23:03:28.567716	\N
628	Иван Гофф	\N	\N	\N	2024-04-13 23:03:28.588832	\N
629	Бен Робертс	\N	\N	\N	2024-04-13 23:03:28.61111	\N
630	Билл Кондон	\N	\N	\N	2024-04-13 23:03:57.432708	\N
631	Боб Фосси	\N	\N	\N	2024-04-13 23:03:57.453329	\N
632	Фред Эбб	\N	\N	\N	2024-04-13 23:03:57.474448	\N
633	Морин Даллас Уоткинс	\N	\N	\N	2024-04-13 23:03:57.494467	\N
634	Питер Лорд	\N	\N	\N	2024-04-13 23:04:25.094657	\N
635	Ник Парк	\N	\N	\N	2024-04-13 23:04:25.119966	\N
636	Кэри Киркпатрик	\N	\N	\N	2024-04-13 23:04:25.14046	\N
637	Марк Бертон	\N	\N	\N	2024-04-13 23:04:25.162708	\N
638	Джон О’Фэррелл	\N	\N	\N	2024-04-13 23:04:25.18451	\N
639	Джоанн Харрис	\N	\N	\N	2024-04-13 23:04:52.370068	\N
640	Роберт Нелсон Джекобс	\N	\N	\N	2024-04-13 23:04:52.392518	\N
641	Марк Брэндон Рид	\N	\N	\N	2024-04-13 23:05:24.48284	\N
642	Эндрю Доминик	\N	\N	\N	2024-04-13 23:05:24.504673	\N
643	Майк Уайт	\N	\N	\N	2024-04-13 23:05:53.335049	\N
644	Майк МакЭлари	\N	\N	\N	2024-04-13 23:06:28.722125	\N
645	Кен Хиксон	\N	\N	\N	2024-04-13 23:06:28.74302	\N
646	Томас Харди	\N	\N	\N	2024-04-13 23:07:10.494509	\N
647	Чак Бэррис	\N	\N	\N	2024-04-13 23:07:37.785904	\N
648	Род Лури	\N	\N	\N	2024-04-13 23:08:05.765898	\N
649	Александр Дюма отец	\N	\N	\N	2024-04-13 23:08:34.11029	\N
650	Джей Уолперт	\N	\N	\N	2024-04-13 23:08:34.13231	\N
651	Фил Хэй	\N	\N	\N	2024-04-13 23:09:02.447205	\N
652	Мэтт Манфреди	\N	\N	\N	2024-04-13 23:09:02.470401	\N
653	Ларс фон Триер	\N	\N	\N	2024-04-13 23:09:57.246209	\N
654	Сьон	\N	\N	\N	2024-04-13 23:09:57.268366	\N
655	Крис Фюрман	\N	\N	\N	2024-04-13 23:10:24.468816	\N
656	Джефф Стокуэлл	\N	\N	\N	2024-04-13 23:10:24.491569	\N
657	Майкл Петрони	\N	\N	\N	2024-04-13 23:10:24.51579	\N
658	Марк Стивен Джонсон	\N	\N	\N	2024-04-13 23:10:53.601947	\N
659	Адам Резник	\N	\N	\N	2024-04-13 23:11:21.702598	\N
660	Элизабет Санксей Холдинг	\N	\N	\N	2024-04-13 23:11:50.525462	\N
661	Скотт МакГихи	\N	\N	\N	2024-04-13 23:11:50.54594	\N
662	Дэвид Сигел	\N	\N	\N	2024-04-13 23:11:50.568997	\N
663	Ян Флеминг	\N	\N	\N	2024-04-13 23:12:17.981711	\N
664	Нил Пёрвис	\N	\N	\N	2024-04-13 23:12:18.005674	\N
665	Роберт Уэйд	\N	\N	\N	2024-04-13 23:12:18.030063	\N
666	Том Энрикез	\N	\N	\N	2024-04-13 23:12:47.783818	\N
667	Джон Харрисон	\N	\N	\N	2024-04-13 23:12:47.803888	\N
668	Ральф Зондаг	\N	\N	\N	2024-04-13 23:12:47.829999	\N
669	Грегори Гюнтер	\N	\N	\N	2024-04-13 23:12:47.859238	\N
670	Ширли Пирс	\N	\N	\N	2024-04-13 23:12:47.879001	\N
671	Тамара Лушер	\N	\N	\N	2024-04-13 23:12:47.913233	\N
672	Санто Чилауро	\N	\N	\N	2024-04-13 23:13:16.755851	\N
673	Том Глайзнер	\N	\N	\N	2024-04-13 23:13:16.778821	\N
674	Джейн Кеннеди	\N	\N	\N	2024-04-13 23:13:16.799361	\N
675	Роб Ситч	\N	\N	\N	2024-04-13 23:13:16.823614	\N
676	Нил Маршалл	\N	\N	\N	2024-04-13 23:13:30.445081	\N
677	Эндрю Клэван	\N	\N	\N	2024-04-13 23:13:59.407979	\N
678	Энтони Пекэм	\N	\N	\N	2024-04-13 23:13:59.432246	\N
679	Патрик Смит Келли	\N	\N	\N	2024-04-13 23:13:59.452782	\N
680	Вонг Кар-Вай	\N	\N	\N	2024-04-13 23:14:27.734456	\N
681	Ингвар Амбьорнсен	\N	\N	\N	2024-04-13 23:14:54.728502	\N
682	Аксель Хеллстениус	\N	\N	\N	2024-04-13 23:14:54.747797	\N
683	Ларри Стаки	\N	\N	\N	2024-04-13 23:14:54.768936	\N
684	Крис Уильямс	\N	\N	\N	2024-04-13 23:15:22.742854	\N
685	Марк Диндал	\N	\N	\N	2024-04-13 23:15:22.764187	\N
686	Стивен Дж. Андерсон	\N	\N	\N	2024-04-13 23:15:22.793864	\N
687	Дон Холл	\N	\N	\N	2024-04-13 23:15:22.820173	\N
688	Джон Нортон	\N	\N	\N	2024-04-13 23:15:22.84123	\N
689	Роджер Аллерс	\N	\N	\N	2024-04-13 23:15:22.862248	\N
690	Мэттью Джейкобс	\N	\N	\N	2024-04-13 23:15:22.883189	\N
691	Даг Франкель	\N	\N	\N	2024-04-13 23:15:22.906354	\N
692	Марк Кеннеди	\N	\N	\N	2024-04-13 23:15:22.929414	\N
693	Марк Уолтон	\N	\N	\N	2024-04-13 23:15:22.951379	\N
694	Жан-Жак Анно	\N	\N	\N	2024-04-13 23:15:52.424835	\N
695	Ален Годар	\N	\N	\N	2024-04-13 23:15:52.446323	\N
696	Роберт Харрис	\N	\N	\N	2024-04-13 23:16:18.416852	\N
697	Гильермо дель Торо	\N	\N	\N	2024-04-13 23:17:12.22759	\N
698	Антонио Трасоррас	\N	\N	\N	2024-04-13 23:17:12.247381	\N
699	Давид Муньос	\N	\N	\N	2024-04-13 23:17:12.269801	\N
700	Марио Джордано	\N	\N	\N	2024-04-13 23:17:26.503699	\N
701	Кристоф Дарнштёдт	\N	\N	\N	2024-04-13 23:17:26.523806	\N
